"id","district_nut","fullname","shortname","zip","use"
"3674","SK0232","Uhliská","Uhliská","935 05","1"
"3675","SK0421","Úhorná","Úhorná","055 66","1"
"3676","SK0315","Uhorská Ves","Uhorská Ves","032 03","1"
"3677","SK0327","Uhorské","Uhorské","985 25","1"
"3678","SK0221","Uhrovec","Uhrovec","956 41","1"
"3679","SK0221","Uhrovské Podhradie","Uhrovské Podhradie","956 41","1"
"3680","SK0229","Újazd","Újazd","913 31","1"
"3681","SK0321","Uľanka","Uľanka","974 01","1"
"3682","SK0234","Úľany nad Žitavou","Úľany nad Žitavou","941 03","1"
"3683","SK0419","Ulič","Ulič","067 67","1"
"3684","SK0419","Uličské Krivé","Uličské Krivé","067 67","1"
"3685","SK0414","Uloža","Uloža","053 71","1"
"3686","SK0325","Uňatín","Uňatín","962 41","1"
"3687","SK0216","Unín","Unín","908 46","1"
"3688","SK0226","Upohlav","Upohlav","018 01","1"
"3689","SK042B","Úpor","Úpor","076 16","1"
"3690","SK0236","Urmince","Urmince","956 02","1"
"3691","SK031A","Ústie nad Priehradou","Ústie nad Priehradou","028 01","1"
"3692","SK0416","Úsvit","Úsvit","059 11","1"
"3693","SK0327","Utekáč","Utekáč","985 06","1"
"3694","SK0418","Uzovce","Uzovce","082 66","1"
"3695","SK0329","Uzovská Panica","Uzovská Panica","980 22","1"
"3696","SK0418","Uzovské Pekľany","Uzovské Pekľany","082 63","1"
"3697","SK0418","Uzovský Šalgov","Uzovský Šalgov","082 61","1"
"3698","SK0224","Vaďovce","Vaďovce","916 13","1"
"3699","SK041C","Vagrinec","Vagrinec","090 03","1"
"3700","SK0212","Váhovce","Váhovce","925 62","1"
"3701","SK0233","Vajka nad Žitavou","Vajka nad Žitavou","951 88","1"
"3702","SK0426","Vajkovce","Vajkovce","044 43","1"
"3703","SK0323","Vajsková","Vajsková","976 98","1"
"3704","SK0426","Valaliky","Valaliky","044 13","1"
"3705","SK0323","Valaská","Valaská","976 46","1"
"3706","SK0227","Valaská Belá","Valaská Belá","972 28","1"
"3707","SK0318","Valaská Dubová","Valaská Dubová","034 96","1"
"3708","SK0412","Valaškovce","Valaškovce","066 01","1"
"3709","SK0316","Valča","Valča","038 35","1"
"3710","SK0316","Valentová","Valentová","038 43","1"
"3711","SK0321","Valentová","Valentová","976 02","1"
"3712","SK0415","Valentovce","Valentovce","067 01","1"
"3713","SK0329","Valice","Valice","982 52","1"
"3714","SK041C","Valkovce","Valkovce","090 42","1"
"3715","SK0323","Vaľkovňa","Vaľkovňa","976 69","1"
"3716","SK0327","Vaľkovo","Vaľkovo","985 03","1"
"3717","SK0411","Vaniškovce","Vaniškovce","086 41","1"
"3718","SK0317","Vaňovka","Vaňovka","029 52","1"
"3719","SK041C","Vápeník","Vápeník","090 02","1"
"3720","SK0411","Varadka","Varadka","086 36","1"
"3721","SK041B","Varechovce","Varechovce","090 23","1"
"3722","SK0417","Varhaňovce","Varhaňovce","082 05","1"
"3723","SK031B","Varín","Varín","013 03","1"
"3724","SK0217","Varov Šúr","Varov Šúr","919 25","1"
"3725","SK0317","Vasiľov","Vasiľov","029 51","1"
"3726","SK0317","Vavrečka","Vavrečka","029 01","1"
"3727","SK041D","Vavrinec","Vavrinec","094 31","1"
"3728","SK0315","Vavrišovo","Vavrišovo","032 42","1"
"3729","SK0315","Važec","Važec","032 61","1"
"3730","SK0426","Včeláre","Včeláre","044 02","1"
"3731","SK0329","Včelince","Včelince","980 50","1"
"3732","SK0329","Včelinec","Včelinec","979 01","1"
"3733","SK042B","Véč","Véč","076 35","1"
"3734","SK0329","Večelkov","Večelkov","980 34","1"
"3735","SK041D","Vechec","Vechec","094 12","1"
"3736","SK0231","Vék","Vék","947 01","1"
"3737","SK042B","Veľaty","Veľaty","076 15","1"
"3738","SK0229","Velčice","Velčice","913 04","1"
"3739","SK0237","Velčice","Velčice","951 71","1"
"3740","SK0313","Veličná","Veličná","027 54","1"
"3741","SK0416","Veľká","Veľká","058 01","1"
"3742","SK042B","Veľká Bara","Veľká Bara","076 32","1"
"3743","SK0211","Veľká Budafa","Veľká Budafa","930 34","1"
"3744","SK0311","Veľká Bytča","Veľká Bytča","014 01","1"
"3745","SK032A","Veľká Čalomija","Veľká Čalomija","991 09","1"
"3746","SK0227","Veľká Čausa","Veľká Čausa","971 01","1"
"3747","SK031B","Veľká Čierna","Veľká Čierna","015 01","1"
"3748","SK0233","Veľká Dolina","Veľká Dolina","951 15","1"
"3749","SK0326","Veľká Dolina","Veľká Dolina","985 53","1"
"3750","SK0413","Veľká Franková","Veľká Franková","059 78","1"
"3751","SK0231","Veľká Gúta","Veľká Gúta","946 03","1"
"3752","SK0229","Veľká Hradná","Veľká Hradná","913 24","1"
"3753","SK0426","Veľká Ida","Veľká Ida","044 55","1"
"3754","SK032C","Veľká Lehota","Veľká Lehota","966 41","1"
"3755","SK0227","Veľká Lehota","Veľká Lehota","972 42","1"
"3756","SK041A","Veľká Lesná","Veľká Lesná","065 34","1"
"3757","SK0426","Veľká Lodina","Veľká Lodina","044 81","1"
"3758","SK0413","Veľká Lomnica","Veľká Lomnica","059 52","1"
"3759","SK0211","Veľká Lúč","Veľká Lúč","930 03","1"
"3760","SK032B","Veľká Lúka","Veľká Lúka","962 31","1"
"3761","SK0212","Veľká Mača","Veľká Mača","925 32","1"
"3762","SK0234","Veľká Maňa","Veľká Maňa","941 45","1"
"3763","SK0326","Veľká nad Ipľom","Veľká nad Ipľom","985 32","1"
"3764","SK0211","Veľká Paka","Veľká Paka","930 51","1"
"3765","SK0327","Veľká Suchá","Veľká Suchá","980 13","1"
"3766","SK042B","Veľká Tŕňa","Veľká Tŕňa","076 82","1"
"3767","SK0233","Veľká Ves","Veľká Ves","951 13","1"
"3768","SK0327","Veľká Ves","Veľká Ves","985 01","1"
"3769","SK032A","Veľká Ves nad Ipľom","Veľká Ves nad Ipľom","991 10","1"
"3770","SK0236","Veľké Bedzany","Veľké Bedzany","955 01","1"
"3771","SK0225","Veľké Bielice","Veľké Bielice","958 04","1"
"3772","SK0229","Veľké Bierovce","Veľké Bierovce","913 11","1"
"3773","SK0211","Veľké Blahovo","Veľké Blahovo","930 01","1"
"3774","SK0315","Veľké Borové","Veľké Borové","027 32","1"
"3775","SK0326","Veľké Dálovce","Veľké Dálovce","985 32","1"
"3776","SK0326","Veľké Dravce","Veľké Dravce","985 42","1"
"3777","SK0221","Veľké Držkovce","Veľké Držkovce","956 54","1"
"3778","SK0236","Veľké Dvorany","Veľké Dvorany","956 01","1"
"3779","SK0211","Veľké Dvorníky","Veľké Dvorníky","929 01","1"
"3780","SK0221","Veľké Hoste","Veľké Hoste","956 38","1"
"3781","SK0221","Veľké Chlievany","Veľké Chlievany","956 55","1"
"3782","SK0233","Veľké Chyndice","Veľké Chyndice","951 54","1"
"3783","SK0427","Veľké Kapušany","Veľké Kapušany","079 01","1"
"3784","SK0231","Veľké Kosihy","Veľké Kosihy","946 21","1"
"3785","SK0214","Veľké Kostoľany","Veľké Kostoľany","922 07","1"
"3786","SK0222","Veľké Košecké Podhradie","Veľké Košecké Podhra","018 31","1"
"3787","SK0232","Veľké Kozmálovce","Veľké Kozmálovce","935 21","1"
"3788","SK0232","Veľké Krškany","Veľké Krškany","934 01","1"
"3789","SK0225","Veľké Kršteňany","Veľké Kršteňany","958 03","1"
"3790","SK0106","Veľké Leváre","Veľké Leváre","908 73","1"
"3791","SK0234","Veľké Lovce","Veľké Lovce","941 42","1"
"3792","SK0232","Veľké Ludince","Veľké Ludince","935 65","1"
"3793","SK0214","Veľké Orvište","Veľké Orvište","922 01","1"
"3794","SK0225","Veľké Ostratice","Veľké Ostratice","956 34","1"
"3795","SK042B","Veľké Ozorovce","Veľké Ozorovce","078 01","1"
"3796","SK032C","Veľké Pole","Veľké Pole","966 74","1"
"3797","SK0427","Veľké Raškovce","Veľké Raškovce","076 75","1"
"3798","SK0429","Veľké Revištia","Veľké Revištia","072 43","1"
"3799","SK0236","Veľké Ripňany","Veľké Ripňany","956 07","1"
"3800","SK0311","Veľké Rovné","Veľké Rovné","013 62","1"
"3801","SK0427","Veľké Slemence","Veľké Slemence","076 77","1"
"3802","SK0229","Veľké Stankovce","Veľké Stankovce","913 11","1"
"3803","SK032A","Veľké Straciny","Veľké Straciny","990 01","1"
"3804","SK0329","Veľké Teriakovce","Veľké Teriakovce","980 51","1"
"3805","SK042B","Veľké Trakany","Veľké Trakany","076 42","1"
"3806","SK0232","Veľké Turovce","Veľké Turovce","935 81","1"
"3807","SK0225","Veľké Uherce","Veľké Uherce","958 41","1"
"3808","SK0212","Veľké Úľany","Veľké Úľany","925 22","1"
"3809","SK0237","Veľké Vozokany","Veľké Vozokany","951 82","1"
"3810","SK0427","Veľké Zalužice","Veľké Zalužice","072 34","1"
"3811","SK0233","Veľké Zálužie","Veľké Zálužie","951 35","1"
"3812","SK032A","Veľké Zlievce","Veľké Zlievce","991 23","1"
"3813","SK041B","Veľkrop","Veľkrop","091 01","1"
"3814","SK0233","Veľký Báb","Veľký Báb","951 34","1"
"3815","SK0108","Veľký Biel","Veľký Biel","900 24","1"
"3816","SK0329","Veľký Blh","Veľký Blh","980 22","1"
"3817","SK0313","Veľký Bysterec","Veľký Bysterec","026 01","1"
"3818","SK0233","Veľký Cetín","Veľký Cetín","951 05","1"
"3819","SK0319","Veľký Čepčín","Veľký Čepčín","038 45","1"
"3820","SK0232","Veľký Ďur","Veľký Ďur","935 34","1"
"3821","SK0232","Veľký Dvor","Veľký Dvor","937 01","1"
"3822","SK0421","Veľký Folkmar","Veľký Folkmar","055 51","1"
"3823","SK0212","Veľký Grob","Veľký Grob","925 27","1"
"3824","SK0231","Veľký Harčáš","Veľký Harčáš","945 01","1"
"3825","SK042B","Veľký Horeš","Veľký Horeš","076 52","1"
"3826","SK042B","Veľký Kamenec","Veľký Kamenec","076 36","1"
"3827","SK0225","Veľký Klíž","Veľký Klíž","958 45","1"
"3828","SK0222","Veľký Kolačín","Veľký Kolačín","018 51","1"
"3829","SK032A","Veľký Krtíš","Veľký Krtíš","990 01","1"
"3830","SK0234","Veľký Kýr","Veľký Kýr","941 07","1"
"3831","SK0233","Veľký Lapáš","Veľký Lapáš","951 04","1"
"3832","SK0211","Veľký Lég","Veľký Lég","930 37","1"
"3833","SK0231","Veľký Lél","Veľký Lél","946 12","1"
"3834","SK041A","Veľký Lipník","Veľký Lipník","065 33","1"
"3835","SK032A","Veľký Lom","Veľký Lom","991 03","1"
"3836","SK0211","Veľký Meder","Veľký Meder","932 01","1"
"3837","SK0231","Veľký Ostrov","Veľký Ostrov","946 03","1"
"3838","SK0232","Veľký Pesek","Veľký Pesek","937 01","1"
"3839","SK042B","Veľký Ruskov","Veľký Ruskov","075 01","1"
"3840","SK0416","Veľký Slavkov","Veľký Slavkov","059 91","1"
"3841","SK0417","Veľký Slivník","Veľký Slivník","082 67","1"
"3842","SK0417","Veľký Šariš","Veľký Šariš","082 21","1"
"3843","SK0412","Veľopolie","Veľopolie","067 31","1"
"3844","SK0236","Velušovce","Velušovce","955 01","1"
"3845","SK0416","Vernár","Vernár","059 17","1"
"3846","SK0232","Veselá","Veselá","935 52","1"
"3847","SK0214","Veselé","Veselé","922 08","1"
"3848","SK0315","Veterná Poruba","Veterná Poruba","031 04","1"
"3849","SK0326","Vidiná","Vidiná","985 59","1"
"3850","SK032B","Vidov Vrch","Vidov Vrch","962 63","1"
"3851","SK0428","Vidová","Vidová","049 11","1"
"3852","SK0216","Vidovany","Vidovany","908 62","1"
"3853","SK0216","Vieska","Vieska","908 63","1"
"3854","SK0224","Vieska","Vieska","916 26","1"
"3855","SK0211","Vieska","Vieska","930 02","1"
"3856","SK032D","Vieska","Vieska","965 01","1"
"3857","SK0227","Vieska","Vieska","972 45","1"
"3858","SK032A","Vieska","Vieska","991 02","1"
"3859","SK0228","Vieska - Bezdedov","Vieska - Bezdedov","020 01","1"
"3860","SK0329","Vieska nad Blhom","Vieska nad Blhom","980 21","1"
"3861","SK0237","Vieska nad Žitavou","Vieska nad Žitavou","951 52","1"
"3862","SK0324","Vígľaš","Vígľaš","962 02","1"
"3863","SK0324","Vígľašská Huta","Vígľašská Huta","962 25","1"
"3864","SK0416","Vikartovce","Vikartovce","059 19","1"
"3865","SK032A","Vinica","Vinica","991 28","1"
"3866","SK0329","Vinice","Vinice","979 01","1"
"3867","SK042B","Viničky","Viničky","076 31","1"
"3868","SK0107","Viničné","Viničné","900 23","1"
"3869","SK0427","Vinné","Vinné","072 31","1"
"3870","SK0233","Vinodol","Vinodol","951 06","1"
"3871","SK0106","Vinohrádok","Vinohrádok","901 01","1"
"3872","SK0212","Vinohrady nad Váhom","Vinohrady nad Váhom","925 55","1"
"3873","SK0107","Vinosady","Vinosady","902 01","1"
"3874","SK0231","Violín","Violín","946 02","1"
"3875","SK0231","Virt","Virt","946 38","1"
"3876","SK041A","Vislanka","Vislanka","065 41","1"
"3877","SK041B","Vislava","Vislava","090 21","1"
"3878","SK0228","Visolaje","Visolaje","018 61","1"
"3879","SK042B","Višňov","Višňov","076 61","1"
"3880","SK031B","Višňové","Višňové","013 23","1"
"3881","SK0311","Višňové","Višňové","013 55","1"
"3882","SK0224","Višňové","Višňové","916 16","1"
"3883","SK0328","Višňové","Višňové","982 62","1"
"3884","SK0107","Vištuk","Vištuk","900 85","1"
"3885","SK0315","Vitálišovce","Vitálišovce","031 04","1"
"3886","SK031A","Vitanová","Vitanová","027 12","1"
"3887","SK0417","Víťaz","Víťaz","082 38","1"
"3888","SK0412","Víťazovce","Víťazovce","067 24","1"
"3889","SK042A","Vítkovce","Vítkovce","053 63","1"
"3890","SK041D","Vlača","Vlača","094 31","1"
"3891","SK041B","Vladiča","Vladiča","090 23","1"
"3892","SK0428","Vlachovo","Vlachovo","049 24","1"
"3893","SK0315","Vlachy","Vlachy","032 13","1"
"3894","SK0315","Vlašky","Vlašky","032 13","1"
"3895","SK0235","Vlčany","Vlčany","925 84","1"
"3896","SK0229","Vlčí Vrch","Vlčí Vrch","913 33","1"
"3897","SK0216","Vlčkovany","Vlčkovany","908 62","1"
"3898","SK0217","Vlčkovce","Vlčkovce","919 23","1"
"3899","SK0221","Vlčkovo","Vlčkovo","957 03","1"
"3900","SK0327","Vlčovo","Vlčovo","985 26","1"
"3901","SK0321","Vlkanová","Vlkanová","976 31","1"
"3902","SK0231","Vlkanovo","Vlkanovo","946 54","1"
"3903","SK0234","Vlkas","Vlkas","941 44","1"
"3904","SK0318","Vlkolínec","Vlkolínec","034 03","1"
"3905","SK0226","Vlkov","Vlkov","018 03","1"
"3906","SK0413","Vlková","Vlková","059 72","1"
"3907","SK0413","Vlkovce","Vlkovce","059 71","1"
"3908","SK0108","Vlky","Vlky","900 44","1"
"3909","SK0329","Vlkyňa","Vlkyňa","980 44","1"
"3910","SK0217","Voderady","Voderady","919 42","1"
"3911","SK0427","Vojany","Vojany","076 72","1"
"3912","SK042B","Vojčice","Vojčice","076 22","1"
"3913","SK042B","Vojka","Vojka","076 83","1"
"3914","SK0211","Vojka nad Dunajom","Vojka nad Dunajom","930 31","1"
"3915","SK042A","Vojkovce","Vojkovce","053 61","1"
"3916","SK0413","Vojňany","Vojňany","059 02","1"
"3917","SK0429","Vojnatina","Vojnatina","072 61","1"
"3918","SK0211","Vojtechovce","Vojtechovce","930 38","1"
"3919","SK041B","Vojtovce","Vojtovce","091 01","1"
"3920","SK0312","Vojty","Vojty","022 01","1"
"3921","SK0427","Voľa","Voľa","072 21","1"
"3922","SK0415","Volica","Volica","067 01","1"
"3923","SK0237","Volkovce","Volkovce","951 87","1"
"3924","SK032C","Voznica","Voznica","966 81","1"
"3925","SK0212","Vozokany","Vozokany","925 05","1"
"3926","SK0236","Vozokany","Vozokany","956 05","1"
"3927","SK0232","Vozokany nad Hronom","Vozokany nad Hronom","935 61","1"
"3928","SK0233","Vráble","Vráble","952 01","1"
"3929","SK0216","Vrádište","Vrádište","908 49","1"
"3930","SK0211","Vrakúň","Vrakúň","930 25","1"
"3931","SK031B","Vranie","Vranie","010 14","1"
"3932","SK041D","Vranov","Vranov","093 01","1"
"3933","SK041D","Vranov nad Topľou","Vranov nad Topľou",,"1"
"3934","SK0227","Vrbany","Vrbany","972 24","1"
"3935","SK0211","Vrbina","Vrbina","930 08","1"
"3936","SK0427","Vrbnica","Vrbnica","072 16","1"
"3937","SK0413","Vrbov","Vrbov","059 72","1"
"3938","SK0231","Vrbová nad Váhom","Vrbová nad Váhom","945 01","1"
"3939","SK0223","Vrbovce","Vrbovce","906 06","1"
"3940","SK0329","Vrbovce nad Rimavou","Vrbovce nad Rimavou","980 52","1"
"3941","SK0214","Vrbové","Vrbové","922 03","1"
"3942","SK0427","Vŕbovec","Vŕbovec","071 01","1"
"3943","SK032A","Vrbovka","Vrbovka","991 06","1"
"3944","SK0324","Vrchdobroč","Vrchdobroč","962 05","1"
"3945","SK0312","Vrchpredmier","Vrchpredmier","023 22","1"
"3946","SK0312","Vrchrieka","Vrchrieka","023 55","1"
"3947","SK0323","Vrchslatina","Vrchslatina","976 53","1"
"3948","SK0226","Vrchteplá","Vrchteplá","017 05","1"
"3949","SK0316","Vrícko","Vrícko","038 31","1"
"3950","SK0222","Vršatské Podhradie","Vršatské Podhradie","018 52","1"
"3951","SK0226","Vrtižer","Vrtižer","017 05","1"
"3952","SK0316","Vrútky","Vrútky","038 61","1"
"3953","SK0426","Všechsvätých","Všechsvätých","044 13","1"
"3954","SK0426","Vtáčkovce","Vtáčkovce","044 47","1"
"3955","SK0413","Výborná","Výborná","059 02","1"
"3956","SK0427","Vybúchanec","Vybúchanec","071 01","1"
"3957","SK0233","Výčapky","Výčapky","951 25","1"
"3958","SK0233","Výčapy - Opatovce","Výčapy - Opatovce","951 44","1"
"3959","SK0415","Vydraň","Vydraň","068 01","1"
"3960","SK0211","Vydrany","Vydrany","930 16","1"
"3961","SK0228","Vydrná","Vydrná","020 53","1"
"3962","SK0416","Vydrník","Vydrník","059 14","1"
"3963","SK0323","Vydrovo","Vydrovo","976 52","1"
"3964","SK0417","Vydumanec","Vydumanec","080 01","1"
"3965","SK032D","Vyhne","Vyhne","966 02","1"
"3966","SK0315","Východná","Východná","032 32","1"
"3967","SK0312","Vychylovka","Vychylovka","023 05","1"
"3968","SK0415","Výrava","Výrava","067 16","1"
"3969","SK0417","Vysielač","Vysielač","080 01","1"
"3970","SK0427","Vysocký Dvor","Vysocký Dvor","072 14","1"
"3971","SK0221","Vysočany","Vysočany","956 35","1"
"3972","SK0418","Vysoká","Vysoká","082 74","1"
"3973","SK0322","Vysoká","Vysoká","969 01","1"
"3974","SK0312","Vysoká nad Kysucou","Vysoká nad Kysucou","023 55","1"
"3975","SK0427","Vysoká nad Uhom","Vysoká nad Uhom","072 14","1"
"3976","SK0106","Vysoká pri Morave","Vysoká pri Morave","900 66","1"
"3977","SK0416","Vysoké Tatry","Vysoké Tatry","062 01","1"
"3978","SK0227","Vyšehradné","Vyšehradné","972 13","1"
"3979","SK041B","Vyškovce","Vyškovce","090 21","1"
"3980","SK0232","Vyškovce nad Ipľom","Vyškovce nad Ipľom","935 77","1"
"3981","SK0315","Vyšná Boca","Vyšná Boca","032 34","1"
"3982","SK0426","Vyšná Hutka","Vyšná Hutka","040 18","1"
"3983","SK0412","Vyšná Jablonka","Vyšná Jablonka","067 34","1"
"3984","SK041C","Vyšná Jedľová","Vyšná Jedľová","089 01","1"
"3985","SK0329","Vyšná Kaloša","Vyšná Kaloša","982 52","1"
"3986","SK0426","Vyšná Kamenica","Vyšná Kamenica","044 45","1"
"3987","SK0312","Vyšná Korňa","Vyšná Korňa","023 21","1"
"3988","SK0426","Vyšná Myšľa","Vyšná Myšľa","044 15","1"
"3989","SK041B","Vyšná Olšava","Vyšná Olšava","090 32","1"
"3990","SK041C","Vyšná Pisaná","Vyšná Pisaná","090 01","1"
"3991","SK0329","Vyšná Pokoradz","Vyšná Pokoradz","979 01","1"
"3992","SK0411","Vyšná Polianka","Vyšná Polianka","086 36","1"
"3993","SK0318","Vyšná Revúca","Vyšná Revúca","034 74","1"
"3994","SK0429","Vyšná Rybnica","Vyšná Rybnica","072 41","1"
"3995","SK0412","Vyšná Sitnica","Vyšná Sitnica","094 07","1"
"3996","SK0428","Vyšná Slaná","Vyšná Slaná","049 26","1"
"3997","SK0417","Vyšná Šebastová","Vyšná Šebastová","080 06","1"
"3998","SK041B","Vyšná Vladiča","Vyšná Vladiča","090 23","1"
"3999","SK0411","Vyšná Voľa","Vyšná Voľa","086 21","1"
"4000","SK0416","Vyšné Hágy","Vyšné Hágy","059 84","1"
"4001","SK0412","Vyšné Ladičkovce","Vyšné Ladičkovce","067 11","1"
