"id","district_nut","fullname","shortname","zip","use"
"3207","SK0215","Smrdáky","Smrdáky","906 03","1"
"3208","SK0315","Smrečany","Smrečany","032 05","1"
"3209","SK0411","Snakov","Snakov","086 06","1"
"3210","SK0314","Snežnica","Snežnica","023 32","1"
"3211","SK0419","Snina","Snina","069 01","1"
"3212","SK0324","Snohy","Snohy","962 05","1"
"3213","SK0229","Soblahov","Soblahov","913 38","1"
"3214","SK041C","Soboš","Soboš","090 42","1"
"3215","SK0215","Sobotište","Sobotište","906 05","1"
"3216","SK0329","Sobôtka","Sobôtka","979 01","1"
"3217","SK0429","Sobrance","Sobrance","073 01","1"
"3218","SK0429","Sobranecké Kúpele","Sobranecké Kúpele","073 01","1"
"3219","SK0316","Socovce","Socovce","038 43","1"
"3220","SK0426","Sokoľ","Sokoľ","044 31","1"
"3221","SK0426","Sokoľany","Sokoľany","044 57","1"
"3222","SK0231","Sokolce","Sokolce","946 17","1"
"3223","SK0231","Sokolce - lúky","Sokolce - lúky","946 14","1"
"3224","SK0233","Sokolníky","Sokolníky","951 46","1"
"3225","SK0214","Sokolovce","Sokolovce","922 31","1"
"3226","SK041D","Soľ","Soľ","094 35","1"
"3227","SK0236","Solčany","Solčany","956 17","1"
"3228","SK0236","Solčianky","Solčianky","956 38","1"
"3229","SK0417","Solivar","Solivar","080 05","1"
"3230","SK0227","Solka","Solka","972 13","1"
"3231","SK0311","Soľné","Soľné","013 62","1"
"3232","SK042B","Soľnička","Soľnička","076 53","1"
"3233","SK041B","Soľník","Soľník","090 31","1"
"3234","SK0106","Sološnica","Sološnica","906 37","1"
"3235","SK0227","Somorova Ves","Somorova Ves","972 25","1"
"3236","SK042B","Somotor","Somotor","076 35","1"
"3237","SK0412","Sopkovce","Sopkovce","067 22","1"
"3238","SK0215","Sotina","Sotina","905 01","1"
"3239","SK0413","Spišská Belá","Spišská Belá","059 01","1"
"3240","SK042A","Spišská Nová Ves","Spišská Nová Ves",,"1"
"3241","SK0416","Spišská Sobota","Spišská Sobota","058 01","1"
"3242","SK0413","Spišská Stará Ves","Spišská Stará Ves","061 01","1"
"3243","SK0416","Spišská Teplica","Spišská Teplica","059 34","1"
"3244","SK0416","Spišské Bystré","Spišské Bystré","059 18","1"
"3245","SK0413","Spišské Hanušovce","Spišské Hanušovce","059 04","1"
"3246","SK0414","Spišské Podhradie","Spišské Podhradie","053 04","1"
"3247","SK042A","Spišské Tomášovce","Spišské Tomášovce","052 01","1"
"3248","SK042A","Spišské Vlachy","Spišské Vlachy","053 61","1"
"3249","SK0414","Spišský Hrhov","Spišský Hrhov","053 02","1"
"3250","SK042A","Spišský Hrušov","Spišský Hrušov","053 63","1"
"3251","SK0416","Spišský Štiavnik","Spišský Štiavnik","059 14","1"
"3252","SK0414","Spišský Štvrtok","Spišský Štvrtok","053 14","1"
"3253","SK0313","Srňacie","Srňacie","026 01","1"
"3254","SK0419","Stakčín","Stakčín","067 61","1"
"3255","SK0419","Stakčínska Roztoka","Stakčínska Roztoka","067 61","1"
"3256","SK0227","Stanáková","Stanáková","972 28","1"
"3257","SK042B","Stanča","Stanča","076 16","1"
"3258","SK0318","Stankovany","Stankovany","034 92","1"
"3259","SK0427","Stankovce","Stankovce","072 21","1"
"3260","SK042B","Stankovce","Stankovce","076 61","1"
"3261","SK0329","Stará Bašta","Stará Bašta","980 34","1"
"3262","SK0312","Stará Bystrica","Stará Bystrica","023 04","1"
"3263","SK0211","Stará Gala","Stará Gala","930 34","1"
"3264","SK0326","Stará Halič","Stará Halič","985 11","1"
"3265","SK0324","Stará Huta","Stará Huta","962 25","1"
"3266","SK032C","Stará Huta","Stará Huta","968 01","1"
"3267","SK032D","Stará Kremnička","Stará Kremnička","965 01","1"
"3268","SK0224","Stará Lehota","Stará Lehota","916 35","1"
"3269","SK0413","Stará Lesná","Stará Lesná","059 52","1"
"3270","SK041A","Stará Ľubovňa","Stará Ľubovňa","064 01","1"
"3271","SK0223","Stará Myjava","Stará Myjava","907 01","1"
"3272","SK0224","Stará Turá","Stará Turá","916 01","1"
"3273","SK0421","Stará Voda","Stará Voda","053 34","1"
"3274","SK0427","Staré","Staré","072 23","1"
"3275","SK0321","Staré Hory","Staré Hory","976 02","1"
"3276","SK041A","Starina","Starina","065 46","1"
"3277","SK0328","Starňa","Starňa","982 01","1"
"3278","SK0232","Starý Hrádok","Starý Hrádok","935 56","1"
"3279","SK0416","Starý Smokovec","Starý Smokovec","062 01","1"
"3280","SK0232","Starý Tekov","Starý Tekov","935 26","1"
"3281","SK0312","Staškov","Staškov","023 53","1"
"3282","SK041B","Staškovce","Staškovce","090 23","1"
"3283","SK0411","Stebnícka Huta","Stebnícka Huta","086 33","1"
"3284","SK0411","Stebník","Stebník","086 33","1"
"3285","SK031B","Stolečné","Stolečné","013 32","1"
"3286","SK0226","Stolečné","Stolečné","018 03","1"
"3287","SK0315","Stošice","Stošice","031 04","1"
"3288","SK0413","Stotince","Stotince","059 94","1"
"3289","SK0324","Stožok","Stožok","962 12","1"
"3290","SK041A","Stráňany","Stráňany","065 33","1"
"3291","SK031B","Stráňavy","Stráňavy","013 25","1"
"3292","SK0413","Stráne pod Tatrami","Stráne pod Tatrami","059 76","1"
"3293","SK0329","Stránska","Stránska","982 51","1"
"3294","SK031B","Stránske","Stránske","013 13","1"
"3295","SK0428","Stratená","Stratená","049 71","1"
"3296","SK031B","Stráža","Stráža","013 04","1"
"3297","SK0215","Stráže nad Myjavou","Stráže nad Myjavou","908 41","1"
"3298","SK0416","Stráže pod Tatrami","Stráže pod Tatrami","058 01","1"
"3299","SK0413","Strážky","Strážky","059 01","1"
"3300","SK042B","Strážne","Strážne","076 52","1"
"3301","SK031B","Strážov","Strážov","010 01","1"
"3302","SK0427","Strážske","Strážske","072 22","1"
"3303","SK031B","Strečno","Strečno","013 24","1"
"3304","SK042B","Streda nad Bodrogom","Streda nad Bodrogom","076 31","1"
"3305","SK0318","Stredná Revúca","Stredná Revúca","034 74","1"
"3306","SK032A","Stredné Plachtince","Stredné Plachtince","991 24","1"
"3307","SK0232","Stredné Turovce","Stredné Turovce","935 81","1"
"3308","SK0318","Stredný Sliač","Stredný Sliač","034 84","1"
"3309","SK0234","Strekov","Strekov","941 37","1"
"3310","SK0228","Strelenka","Strelenka","020 54","1"
"3311","SK0329","Strelnice","Strelnice","982 62","1"
"3312","SK0321","Strelníky","Strelníky","976 55","1"
"3313","SK0427","Stretava","Stretava","072 13","1"
"3314","SK0427","Stretavka","Stretavka","072 13","1"
"3315","SK0228","Streženice","Streženice","020 01","1"
"3316","SK0329","Striežovce","Striežovce","980 25","1"
"3317","SK0419","Strihovce","Strihovce","067 73","1"
"3318","SK041C","Stročín","Stročín","089 01","1"
"3319","SK041B","Stropkov","Stropkov","091 01","1"
"3320","SK0329","Studená","Studená","980 34","1"
"3321","SK0108","Studené","Studené","900 46","1"
"3322","SK0414","Studenec","Studenec","053 04","1"
"3323","SK0227","Studenec","Studenec","972 28","1"
"3324","SK0106","Studienka","Studienka","908 75","1"
"3325","SK0318","Studničná","Studničná","034 96","1"
"3326","SK0411","Stuľany","Stuľany","086 43","1"
"3327","SK0106","Stupava","Stupava","900 31","1"
"3328","SK0226","Stupné","Stupné","018 12","1"
"3329","SK0316","Sučany","Sučany","038 52","1"
"3330","SK0325","Sudince","Sudince","962 71","1"
"3331","SK0325","Súdovce","Súdovce","962 71","1"
"3332","SK041B","Suchá","Suchá","090 23","1"
"3333","SK0417","Suchá Dolina","Suchá Dolina","082 43","1"
"3334","SK031A","Suchá Hora","Suchá Hora","027 13","1"
"3335","SK0217","Suchá nad Parnou","Suchá nad Parnou","919 01","1"
"3336","SK032A","Sucháň","Sucháň","991 35","1"
"3337","SK0427","Suché","Suché","071 01","1"
"3338","SK032A","Suché Brezovo","Suché Brezovo","991 03","1"
"3339","SK0106","Suchohrad","Suchohrad","900 64","1"
"3340","SK0415","Sukov","Sukov","067 02","1"
"3341","SK0233","Suľany","Suľany","951 25","1"
"3342","SK041A","Sulín","Sulín","065 46","1"
"3343","SK0311","Súľov","Súľov","013 52","1"
"3344","SK0236","Súlovce","Súlovce","956 14","1"
"3345","SK0224","Súš","Súš","916 01","1"
"3346","SK0327","Sušany","Sušany","980 12","1"
"3347","SK0329","Sútor","Sútor","980 01","1"
"3348","SK0315","Svarín","Svarín","032 33","1"
"3349","SK042B","Svätá Mária","Svätá Mária","076 35","1"
"3350","SK0233","Svätoplukovo","Svätoplukovo","951 16","1"
"3351","SK0429","Svätuš","Svätuš","072 55","1"
"3352","SK0234","Svätuša","Svätuša","941 48","1"
"3353","SK042B","Svätuše","Svätuše","076 83","1"
"3354","SK0322","Svätý Anton","Svätý Anton","969 72","1"
"3355","SK0107","Svätý Jur","Svätý Jur","900 21","1"
"3356","SK0315","Svätý Kríž","Svätý Kríž","032 11","1"
"3357","SK0232","Svätý Kríž","Svätý Kríž","935 25","1"
"3358","SK0231","Svätý Peter","Svätý Peter","946 57","1"
"3359","SK031B","Svederník","Svederník","013 32","1"
"3360","SK0226","Sverepec","Sverepec","017 01","1"
"3361","SK0411","Sveržov","Sveržov","086 02","1"
"3362","SK0329","Svetlá","Svetlá","980 52","1"
"3363","SK0415","Svetlice","Svetlice","067 16","1"
"3364","SK041C","Svidnička","Svidnička","090 02","1"
"3365","SK041C","Svidník","Svidník","089 01","1"
"3366","SK0417","Svinia","Svinia","082 32","1"
"3367","SK0426","Svinica","Svinica","044 45","1"
"3368","SK042B","Svinice","Svinice","076 37","1"
"3369","SK0229","Svinná","Svinná","913 24","1"
"3370","SK0416","Svit","Svit","059 21","1"
"3371","SK0234","Svodín","Svodín","943 54","1"
"3372","SK0232","Svodov","Svodov","937 01","1"
"3373","SK0236","Svrbice","Svrbice","956 06","1"
"3374","SK0312","Svrčinovec","Svrčinovec","023 12","1"
"3375","SK042A","Sykavka","Sykavka","053 76","1"
"3376","SK0232","Šahy","Šahy","936 01","1"
"3377","SK0227","Šajby","Šajby","972 41","1"
"3378","SK0215","Šajdíkove Humence","Šajdíkove Humence","906 07","1"
"3379","SK0235","Šaľa","Šaľa",,"1"
"3380","SK0212","Šalgočka","Šalgočka","925 54","1"
"3381","SK0236","Šalgovce","Šalgovce","956 06","1"
"3382","SK0417","Šalgovík","Šalgovík","080 01","1"
"3383","SK0321","Šalková","Šalková","974 01","1"
"3384","SK0232","Šalov","Šalov","935 71","1"
"3385","SK0312","Šamaja","Šamaja","022 01","1"
"3386","SK041A","Šambron","Šambron","065 45","1"
"3387","SK0211","Šamorín","Šamorín","931 01","1"
"3388","SK0427","Šamudovce","Šamudovce","072 01","1"
"3389","SK0224","Šance","Šance","916 42","1"
"3390","SK041B","Šandal","Šandal","091 01","1"
"3391","SK0232","Šándorhalma","Šándorhalma","935 33","1"
"3392","SK0328","Šankovce","Šankovce","982 62","1"
"3393","SK041C","Šapinec","Šapinec","090 42","1"
"3394","SK0326","Šára","Šára","985 32","1"
"3395","SK041C","Šarbov","Šarbov","090 05","1"
"3396","SK0417","Šarišská Poruba","Šarišská Poruba","082 12","1"
"3397","SK0417","Šarišská Trstená","Šarišská Trstená","082 14","1"
"3398","SK0417","Šarišské Bohdanovce","Šarišské Bohdanovce","082 05","1"
"3399","SK0411","Šarišské Čierne","Šarišské Čierne","086 37","1"
"3400","SK0418","Šarišské Dravce","Šarišské Dravce","082 73","1"
"3401","SK041A","Šarišské Jastrabie","Šarišské Jastrabie","065 48","1"
"3402","SK0417","Šarišské Lúky","Šarišské Lúky","080 06","1"
"3403","SK0417","Šarišské Lužianky","Šarišské Lužianky","082 32","1"
"3404","SK0418","Šarišské Michaľany","Šarišské Michaľany","082 22","1"
"3405","SK0418","Šarišské Sokolovce","Šarišské Sokolovce","082 66","1"
"3406","SK041C","Šarišský Štiavnik","Šarišský Štiavnik","090 42","1"
"3407","SK0234","Šarkan","Šarkan","943 42","1"
"3408","SK0232","Šarovce","Šarovce","935 52","1"
"3409","SK0411","Šašová","Šašová","086 12","1"
"3410","SK032D","Šášovské Podhradie","Šášovské Podhradie","965 01","1"
"3411","SK0215","Šaštín","Šaštín","908 41","1"
"3412","SK0215","Šaštín - Stráže","Šaštín - Stráže","908 41","1"
"3413","SK0326","Šávoľ","Šávoľ","985 41","1"
"3414","SK0226","Šebešťanová","Šebešťanová","017 04","1"
"3415","SK0217","Šelpice","Šelpice","919 09","1"
"3416","SK041C","Šemetkovce","Šemetkovce","090 03","1"
"3417","SK0426","Šemša","Šemša","044 21","1"
"3418","SK0107","Šenkvice","Šenkvice","900 81","1"
"3419","SK0326","Šiatorská Bukovinka","Šiatorská Bukovinka","985 58","1"
"3420","SK0411","Šiba","Šiba","086 22","1"
"3421","SK0326","Šíd","Šíd","986 01","1"
"3422","SK0329","Šimonovce","Šimonovce","980 03","1"
"3423","SK0417","Šindliar","Šindliar","082 36","1"
"3424","SK0212","Šintava","Šintava","925 51","1"
"3425","SK0325","Šipice","Šipice","962 68","1"
"3426","SK0221","Šípkov","Šípkov","956 53","1"
"3427","SK0214","Šípkové","Šípkové","922 03","1"
"3428","SK0211","Šipošovské Kračany","Šipošovské Kračany","930 03","1"
"3429","SK032A","Širákov","Širákov","991 27","1"
"3430","SK0329","Širkovce","Širkovce","980 02","1"
"3431","SK0313","Široká","Široká","027 41","1"
"3432","SK0417","Široké","Široké","082 37","1"
"3433","SK0221","Šišov","Šišov","956 38","1"
"3434","SK0328","Šivetice","Šivetice","049 14","1"
"3435","SK0311","Škoruby","Škoruby","013 54","1"
"3436","SK0312","Škrabáka","Škrabáka","022 04","1"
"3437","SK032A","Škriavnik","Škriavnik","991 25","1"
"3438","SK0227","Škrípov","Škrípov","972 28","1"
"3439","SK0419","Šmigovec","Šmigovec","067 73","1"
"3440","SK0327","Šoltýska","Šoltýska","985 07","1"
"3441","SK0312","Šopora","Šopora","022 01","1"
"3442","SK0212","Šoporňa","Šoporňa","925 52","1"
"3443","SK0217","Špačince","Špačince","919 51","1"
"3444","SK0321","Špania Dolina","Špania Dolina","974 01","1"
"3445","SK0329","Španie Pole","Španie Pole","980 23","1"
"3446","SK0231","Šrobárová","Šrobárová","946 32","1"
"3447","SK032C","Štále","Štále","968 01","1"
"3448","SK0234","Štefan","Štefan","941 37","1"
"3449","SK0215","Štefanov","Štefanov","906 45","1"
"3450","SK031A","Štefanov nad Oravou","Štefanov nad Oravou","027 44","1"
"3451","SK0107","Štefanová","Štefanová","900 86","1"
"3452","SK0417","Štefanovce","Štefanovce","082 35","1"
"3453","SK041D","Štefanovce","Štefanovce","094 01","1"
"3454","SK0233","Štefanovičová","Štefanovičová","951 15","1"
"3455","SK0421","Štefanská Huta","Štefanská Huta","053 51","1"
"3456","SK0322","Štefultov","Štefultov","969 01","1"
"3457","SK041C","Štefurov","Štefurov","090 42","1"
"3458","SK0214","Šterusy","Šterusy","922 03","1"
"3459","SK0322","Štiavnické Bane","Štiavnické Bane","969 81","1"
"3460","SK0318","Štiavnička","Štiavnička","034 01","1"
"3461","SK0321","Štiavnička","Štiavnička","976 81","1"
"3462","SK0311","Štiavnik","Štiavnik","013 55","1"
"3463","SK0227","Štiefleje","Štiefleje","972 48","1"
"3464","SK0233","Štitáre","Štitáre","951 01","1"
"3465","SK0428","Štítnik","Štítnik","049 32","1"
"3466","SK0324","Štoliansko","Štoliansko","962 05","1"
"3467","SK0426","Štós","Štós","044 26","1"
"3468","SK0426","Štós - kúpele","Štós - kúpele","044 26","1"
"3469","SK0416","Štôla","Štôla","059 37","1"
"3470","SK0416","Štrba","Štrba","059 38","1"
"3471","SK0416","Štrbské Pleso","Štrbské Pleso","059 85","1"
"3472","SK0212","Štrkovec","Štrkovec","925 52","1"
"3473","SK0329","Štrkovec","Štrkovec","980 45","1"
"3474","SK0321","Štubne","Štubne","976 02","1"
"3475","SK0231","Štúrová","Štúrová","946 13","1"
"3476","SK0234","Štúrovo","Štúrovo",,"1"
"3477","SK0229","Štvrtok","Štvrtok","913 05","1"
"3478","SK0211","Štvrtok na Ostrove","Štvrtok na Ostrove","930 40","1"
"3479","SK031B","Šuja","Šuja","015 01","1"
"3480","SK032A","Šuľa","Šuľa","991 01","1"
"3481","SK0211","Šuľany","Šuľany","930 33","1"
"3482","SK0213","Šulekovo","Šulekovo","920 03","1"
"3483","SK0323","Šumiac","Šumiac","976 71","1"
"3484","SK0416","Šuňava","Šuňava","059 39","1"
"3485","SK0234","Šurany","Šurany","942 01","1"
"3486","SK0233","Šurianky","Šurianky","951 26","1"
"3487","SK0326","Šurice","Šurice","980 33","1"
"3488","SK0217","Šúrovce","Šúrovce","919 25","1"
"3489","SK0227","Šutovce","Šutovce","972 01","1"
"3490","SK0316","Šútovo","Šútovo","038 54","1"
"3491","SK0323","Švábolka","Švábolka","976 69","1"
"3492","SK0416","Švábovce","Švábovce","059 12","1"
"3493","SK0421","Švedlár","Švedlár","053 34","1"
"3494","SK0318","Švošov","Švošov","034 91","1"
"3495","SK0215","Švrčkov Jarok","Švrčkov Jarok","906 05","1"
"3496","SK0427","Ťahyňa","Ťahyňa","072 14","1"
"3497","SK0329","Tachty","Tachty","980 34","1"
"3498","SK0233","Tajná","Tajná","952 01","1"
"3499","SK0321","Tajov","Tajov","976 34","1"
"3500","SK0417","Taľka","Taľka","082 12","1"
"3501","SK0317","Tanečník","Tanečník","029 57","1"
"3502","SK0317","Ťapešovo","Ťapešovo","029 51","1"
"3503","SK0214","Ťapkové","Ťapkové","922 08","1"
"3504","SK0411","Tarnov","Tarnov","086 01","1"
"3505","SK0429","Tašuľa","Tašuľa","072 52","1"
"3506","SK0416","Tatranská Javorina","Tatranská Javorina","059 56","1"
"3507","SK0416","Tatranská Kotlina","Tatranská Kotlina","059 54","1"
"3508","SK0416","Tatranská Lesná","Tatranská Lesná","059 60","1"
"3509","SK0416","Tatranská Lomnica","Tatranská Lomnica","059 60","1"
"3510","SK0416","Tatranská Polianka","Tatranská Polianka","062 01","1"
"3511","SK0416","Tatranská Štrba","Tatranská Štrba","059 41","1"
"3512","SK0416","Tatranské Matliare","Tatranské Matliare","059 60","1"
"3513","SK0416","Tatranské Zruby","Tatranské Zruby","062 01","1"
"3514","SK0232","Tehla","Tehla","935 35","1"
"3515","SK0213","Tekolďany","Tekolďany","920 62","1"
"3516","SK032C","Tekovská Breznica","Tekovská Breznica","966 52","1"
"3517","SK0232","Tekovská Nová Ves","Tekovská Nová Ves","935 25","1"
"3518","SK0232","Tekovské Lužany","Tekovské Lužany","935 41","1"
"3519","SK0237","Tekovské Nemce","Tekovské Nemce","966 54","1"
"3520","SK0232","Tekovský Hrádok","Tekovský Hrádok","935 51","1"
"3521","SK0323","Telgárt","Telgárt","976 73","1"
"3522","SK0233","Telince","Telince","951 61","1"
"3523","SK0227","Temeš","Temeš","972 29","1"
"3524","SK0322","Teplá","Teplá","969 82","1"
"3525","SK0426","Tepličany","Tepličany","044 31","1"
"3526","SK042A","Teplička","Teplička","052 01","1"
"3527","SK031B","Teplička nad Váhom","Teplička nad Váhom","013 01","1"
"3528","SK0213","Tepličky","Tepličky","920 66","1"
"3529","SK0329","Teplý Vrch","Teplý Vrch","980 23","1"
"3530","SK0325","Terany","Terany","962 68","1"
"3531","SK031B","Terchová","Terchová","013 06","1"
"3532","SK0417","Teriakovce","Teriakovce","080 05","1"
"3533","SK0417","Terňa","Terňa","082 67","1"
"3534","SK0236","Tesáre","Tesáre","956 21","1"
"3535","SK0237","Tesáre nad Žitavou","Tesáre nad Žitavou","951 76","1"
"3536","SK0237","Tesárske Mlyňany","Tesárske Mlyňany","951 76","1"
"3537","SK0235","Tešedíkovo","Tešedíkovo","925 82","1"
"3538","SK0232","Tešmák","Tešmák","936 01","1"
"3539","SK0428","Tiba","Tiba","049 12","1"
"3540","SK0429","Tibava","Tibava","073 01","1"
"3541","SK0421","Tichá Voda","Tichá Voda","053 33","1"
"3542","SK0418","Tichý Potok","Tichý Potok","082 74","1"
"3543","SK0221","Timoradza","Timoradza","956 52","1"
"3544","SK041B","Tisinec","Tisinec","091 01","1"
"3545","SK0329","Tisovec","Tisovec","980 61","1"
"3546","SK0232","Tlmače","Tlmače","935 21","1"
"3547","SK0222","Tlstá Hora","Tlstá Hora","018 54","1"
"3548","SK0211","Töböréte","Töböréte","929 01","1"
"3549","SK0326","Točnica","Točnica","985 22","1"
"3550","SK041B","Tokajík","Tokajík","090 34","1"
"3551","SK0212","Tomášikovo","Tomášikovo","925 04","1"
"3552","SK0108","Tomášov","Tomášov","900 44","1"
"3553","SK0329","Tomášovce","Tomášovce","980 21","1"
"3554","SK0326","Tomášovce","Tomášovce","985 56","1"
"3555","SK0316","Tomčany","Tomčany","036 01","1"
"3556","SK0211","Tonkovce","Tonkovce","930 38","1"
"3557","SK0419","Topoľa","Topoľa","067 65","1"
"3558","SK0427","Topoľany","Topoľany","071 01","1"
"3559","SK0236","Topoľčany","Topoľčany",,"1"
"3560","SK0237","Topoľčianky","Topoľčianky","951 93","1"
"3561","SK0224","Topolecká","Topolecká","916 01","1"
"3562","SK0212","Topoľnica","Topoľnica","925 92","1"
"3563","SK0211","Topoľníky","Topoľníky","930 11","1"
"3564","SK0412","Topoľovka","Topoľovka","067 45","1"
"3565","SK0413","Toporec","Toporec","059 95","1"
"3566","SK0328","Tornaľa","Tornaľa","982 01","1"
"3567","SK0418","Torysa","Torysa","082 76","1"
"3568","SK0414","Torysky","Torysky","053 71","1"
"3569","SK041D","Tovarné","Tovarné","094 01","1"
"3570","SK041D","Tovarnianska Polianka","Tovarnian.Polianka","094 01","1"
"3571","SK0236","Tovarníky","Tovarníky","955 01","1"
"3572","SK0231","Tôň","Tôň","946 15","1"
"3573","SK0213","Trakovice","Trakovice","919 33","1"
"3574","SK0234","Trávnica","Trávnica","941 46","1"
"3575","SK0231","Trávnik","Trávnik","946 19","1"
"3576","SK0214","Trebatice","Trebatice","922 10","1"
"3577","SK0426","Trebejov","Trebejov","044 81","1"
"3578","SK0326","Trebeľovce","Trebeľovce","985 31","1"
"3579","SK0221","Trebichava","Trebichava","956 53","1"
"3580","SK042B","Trebišov","Trebišov","075 01","1"
"3581","SK0316","Trebostovo","Trebostovo","038 41","1"
"3582","SK032A","Trebušovce","Trebušovce","991 27","1"
"3583","SK0326","Trenč","Trenč","985 32","1"
"3584","SK0229","Trenčianska Teplá","Trenčianska Teplá","914 01","1"
"3585","SK0229","Trenčianska Turná","Trenčianska Turná","913 21","1"
"3586","SK0229","Trenčianska Závada","Trenčianska Závada","914 41","1"
"3587","SK0224","Trenčianske Bohuslavice","Trenč.Bohuslavice","913 07","1"
"3588","SK0229","Trenčianske Jastrabie","Trenč.Jastrabie","913 22","1"
"3589","SK0229","Trenčianske Mitice","Trenčianske Mitice","913 22","1"
"3590","SK0229","Trenčianske Stankovce","Trenč.Stankovce","913 11","1"
"3591","SK0229","Trenčianske Teplice","Trenčianske Teplice","914 51","1"
"3592","SK0229","Trenčín","Trenčín",,"1"
"3593","SK0211","Trhová Hradská","Trhová Hradská","930 13","1"
"3594","SK0427","Trhovište","Trhovište","072 04","1"
"3595","SK0232","Trhyňa","Trhyňa","937 01","1"
"3596","SK0217","Trnava","Trnava",,"1"
"3597","SK032D","Trnavá Hora","Trnavá Hora","966 11","1"
"3598","SK0427","Trnava pri Laborci","Trnava pri Laborci","072 31","1"
"3599","SK042B","Trnávka","Trnávka","078 01","1"
"3600","SK0229","Trnávka","Trnávka","913 33","1"
"3601","SK0211","Trnávka","Trnávka","930 32","1"
"3602","SK032B","Tŕnie","Tŕnie","962 34","1"
"3603","SK0417","Trnkov","Trnkov","082 12","1"
"3604","SK031B","Trnové","Trnové","010 01","1"
"3605","SK0216","Trnovec","Trnovec","908 51","1"
"3606","SK0235","Trnovec nad Váhom","Trnovec nad Váhom","925 71","1"
"3607","SK0316","Trnovo","Trnovo","038 41","1"
"3608","SK0411","Tročany","Tročany","086 41","1"
"3609","SK0312","Trojačka","Trojačka","023 56","1"
"3610","SK0325","Trpín","Trpín","962 44","1"
"3611","SK0426","Trsťany","Trsťany","044 45","1"
"3612","SK042A","Trsťany","Trsťany","053 63","1"
"3613","SK031A","Trstená","Trstená","028 01","1"
"3614","SK0211","Trstená na Ostrove","Trstená na Ostrove","930 04","1"
"3615","SK0315","Trstené","Trstené","032 21","1"
"3616","SK0426","Trstené pri Hornáde","Trstené pri Hornáde","044 11","1"
"3617","SK0212","Trstice","Trstice","925 42","1"
"3618","SK0226","Tŕstie","Tŕstie","018 22","1"
"3619","SK0217","Trstín","Trstín","919 05","1"
"3620","SK032D","Trubín","Trubín","966 23","1"
"3621","SK0326","Tuhár","Tuhár","985 12","1"
"3622","SK0417","Tuhrina","Tuhrina","082 07","1"
"3623","SK0222","Tuchyňa","Tuchyňa","018 55","1"
"3624","SK0417","Tulčík","Tulčík","082 13","1"
"3625","SK0222","Tunežice","Tunežice","018 63","1"
"3626","SK0232","Tupá","Tupá","935 84","1"
"3627","SK0232","Turá","Turá","935 51","1"
"3628","SK0223","Turá Lúka","Turá Lúka","907 03","1"
"3629","SK0316","Turany","Turany","038 53","1"
"3630","SK041B","Turany nad Ondavou","Turany nad Ondavou","090 33","1"
"3631","SK0412","Turcovce","Turcovce","067 23","1"
"3632","SK0319","Turček","Turček","038 48","1"
"3633","SK0225","Turčianky","Turčianky","958 44","1"
"3634","SK0316","Turčianska Štiavnička","Turč.Štiavnička","038 51","1"
"3635","SK0316","Turčianske Jaseno","Turčianske Jaseno","038 02","1"
"3636","SK0316","Turčianske Kľačany","Turčianske Kľačany","038 61","1"
"3637","SK0319","Turčianske Teplice","Turčianske Teplice","039 01","1"
"3638","SK0316","Turčiansky Ďur","Turčiansky Ďur","038 43","1"
"3639","SK0319","Turčiansky Michal","Turčiansky Michal","039 01","1"
"3640","SK0316","Turčiansky Peter","Turčiansky Peter","038 41","1"
"3641","SK0328","Turčok","Turčok","049 18","1"
"3642","SK0321","Turecká","Turecká","976 02","1"
"3643","SK0108","Tureň","Tureň","903 01","1"
"3644","SK0327","Turíčky","Turíčky","985 22","1"
"3645","SK031B","Turie","Turie","013 12","1"
"3646","SK0318","Turík","Turík","034 83","1"
"3647","SK0312","Turkov","Turkov","023 54","1"
"3648","SK0426","Turňa nad Bodvou","Turňa nad Bodvou","044 02","1"
"3649","SK0426","Turnianska Nová Ves","Turnianska Nová Ves","044 02","1"
"3650","SK032B","Turová","Turová","962 34","1"
"3651","SK0312","Turzovka","Turzovka","023 54","1"
"3652","SK0427","Tušice","Tušice","072 02","1"
"3653","SK0427","Tušická Nová Ves","Tušická Nová Ves","072 02","1"
"3654","SK0227","Tužina","Tužina","972 14","1"
"3655","SK0315","Tvarožná","Tvarožná","032 23","1"
"3656","SK0413","Tvarožná","Tvarožná","059 71","1"
"3657","SK0236","Tvrdomestice","Tvrdomestice","956 22","1"
"3658","SK031A","Tvrdošín","Tvrdošín","027 44","1"
"3659","SK0234","Tvrdošovce","Tvrdošovce","941 10","1"
"3660","SK0312","U Hluška","U Hluška","022 01","1"
"3661","SK0312","U Holých","U Holých","023 11","1"
"3662","SK0312","U Kľukov","U Kľukov","023 11","1"
"3663","SK0312","U Kordišov","U Kordišov","023 11","1"
"3664","SK0312","U Polievkov","U Polievkov","023 11","1"
"3665","SK0312","U Rulcov","U Rulcov","023 11","1"
"3666","SK0312","U Siheľnika","U Siheľnika","022 01","1"
"3667","SK0419","Ubľa","Ubľa","067 73","1"
"3668","SK0429","Úbrež","Úbrež","072 42","1"
"3669","SK0412","Udavské","Udavské","067 31","1"
"3670","SK0326","Uderiná","Uderiná","985 54","1"
"3671","SK0226","Udiča","Udiča","018 01","1"
"3672","SK0226","Udička","Udička","018 03","1"
"3673","SK041A","Údol","Údol","065 45","1"
